s,iniziativa,presentazione,approvazione
http://dati.camera.it/ocd/attocamera.rdf/ac17_2325,Governo,20140424,20140528
http://dati.camera.it/ocd/attocamera.rdf/ac17_3285,Governo,20150804,20161018
http://dati.camera.it/ocd/attocamera.rdf/ac17_3821,Governo,20160511,20160630
http://dati.camera.it/ocd/attocamera.rdf/ac17_2607-B,Parlamentare,20170207,20170307
http://dati.camera.it/ocd/attocamera.rdf/ac17_4658,Parlamentare,20170922,20171222
http://dati.camera.it/ocd/attocamera.rdf/ac17_1623,Parlamentare,20130925,20170118
http://dati.camera.it/ocd/attocamera.rdf/ac17_734,Governo,20130412,20130522
http://dati.camera.it/ocd/attocamera.rdf/ac17_2385,Governo,20140515,20140603
http://dati.camera.it/ocd/attocamera.rdf/ac17_1544,Governo,20130831,20131024
http://dati.camera.it/ocd/attocamera.rdf/ac17_2848,Parlamentare,20150126,20150729
http://dati.camera.it/ocd/attocamera.rdf/ac17_2625,Governo,20140908,20150603
http://dati.camera.it/ocd/attocamera.rdf/ac17_3513,Governo,20151230,20160224
http://dati.camera.it/ocd/attocamera.rdf/ac17_4505-B,Governo,20171011,20171108
http://dati.camera.it/ocd/attocamera.rdf/ac17_224,Parlamentare,20130315,20141001
http://dati.camera.it/ocd/attocamera.rdf/ac17_4652,Governo,20170921,20171108
http://dati.camera.it/ocd/attocamera.rdf/ac17_2660,Governo,20141009,20141203
http://dati.camera.it/ocd/attocamera.rdf/ac17_3773,Governo,20160421,20160614
http://dati.camera.it/ocd/attocamera.rdf/ac17_3891,Parlamentare,20160609,20170622
http://dati.camera.it/ocd/attocamera.rdf/ac17_559-B,,20160527,20160705
http://dati.camera.it/ocd/attocamera.rdf/ac17_4619,Parlamentare,20170802,20171222
http://dati.camera.it/ocd/attocamera.rdf/ac17_3672,Governo,20160311,20160428
http://dati.camera.it/ocd/attocamera.rdf/ac17_4127-bis,Governo,20161102,20161207
http://dati.camera.it/ocd/attocamera.rdf/ac17_3301,Governo,20150910,20160517
http://dati.camera.it/ocd/attocamera.rdf/ac17_2027,Governo,20140131,20140226
http://dati.camera.it/ocd/attocamera.rdf/ac17_4461,Governo,20170505,20171115
http://dati.camera.it/ocd/attocamera.rdf/ac17_2496,Governo,20140627,20140802
http://dati.camera.it/ocd/attocamera.rdf/ac17_2275,Governo,20140403,20140702
http://dati.camera.it/ocd/attocamera.rdf/ac17_3880,Governo,20160607,20170504
http://dati.camera.it/ocd/attocamera.rdf/ac17_3730,Parlamentare,20160407,20171214
http://dati.camera.it/ocd/attocamera.rdf/ac17_4110,Governo,20161024,20161124
http://dati.camera.it/ocd/attocamera.rdf/ac17_1836,Governo,20131122,20140917
http://dati.camera.it/ocd/attocamera.rdf/ac17_3942,Governo,20160628,20161206
http://dati.camera.it/ocd/attocamera.rdf/ac17_2680-B,Governo,20141220,20141222
http://dati.camera.it/ocd/attocamera.rdf/ac17_3529,Governo,20160112,20161018
http://dati.camera.it/ocd/attocamera.rdf/ac17_3460,Governo,20151126,20160331
http://dati.camera.it/ocd/attocamera.rdf/ac17_2247,Parlamentare,20140331,20141204
http://dati.camera.it/ocd/attocamera.rdf/ac17_3201,Governo,20150627,20150805
http://dati.camera.it/ocd/attocamera.rdf/ac17_3261,Governo,20150728,20160628
http://dati.camera.it/ocd/attocamera.rdf/ac17_4685,Governo,20171006,20171122
http://dati.camera.it/ocd/attocamera.rdf/ac17_1885,Governo,20131210,20140205
http://dati.camera.it/ocd/attocamera.rdf/ac17_3241,Governo,20150716,20160315
http://dati.camera.it/ocd/attocamera.rdf/ac17_3634,Parlamentare,20160225,20160511
http://dati.camera.it/ocd/attocamera.rdf/ac17_4510,Parlamentare,20170524,20171222
http://dati.camera.it/ocd/attocamera.rdf/ac17_4080,Governo,20161011,20161103
http://dati.camera.it/ocd/attocamera.rdf/ac17_3951,Parlamentare,20160629,20171215
http://dati.camera.it/ocd/attocamera.rdf/ac17_4665,Parlamentare,20170927,20171122
http://dati.camera.it/ocd/attocamera.rdf/ac17_2273,Governo,20140403,20140918
http://dati.camera.it/ocd/attocamera.rdf/ac17_3458,Governo,20151126,20160706
http://dati.camera.it/ocd/attocamera.rdf/ac17_3385,Parlamentare,20151028,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_2365,Governo,20140512,20140625
http://dati.camera.it/ocd/attocamera.rdf/ac17_2012,Governo,20140129,20140327
http://dati.camera.it/ocd/attocamera.rdf/ac17_2803,Governo,20141231,20150226
http://dati.camera.it/ocd/attocamera.rdf/ac17_3844,Parlamentare,20160519,20171205
http://dati.camera.it/ocd/attocamera.rdf/ac17_3768,Governo,20160420,20160914
http://dati.camera.it/ocd/attocamera.rdf/ac17_2080,Governo,20140212,20150204
http://dati.camera.it/ocd/attocamera.rdf/ac17_3196,Parlamentare,20150624,20160802
http://dati.camera.it/ocd/attocamera.rdf/ac17_1001,Parlamentare,20130520,20130718
http://dati.camera.it/ocd/attocamera.rdf/ac17_4151,Governo,20161116,20161220
http://dati.camera.it/ocd/attocamera.rdf/ac17_3444,Governo,20151121,20151222
http://dati.camera.it/ocd/attocamera.rdf/ac17_3764,Governo,20160420,20160727
http://dati.camera.it/ocd/attocamera.rdf/ac17_2681,Governo,20141023,20141106
http://dati.camera.it/ocd/attocamera.rdf/ac17_4265,Parlamentare,20170201,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_2419,Governo,20140528,20140918
http://dati.camera.it/ocd/attocamera.rdf/ac17_676-B,Governo,20130604,20130605
http://dati.camera.it/ocd/attocamera.rdf/ac17_3260,Governo,20150728,20170112
http://dati.camera.it/ocd/attocamera.rdf/ac17_2752,Governo,20141126,20150422
http://dati.camera.it/ocd/attocamera.rdf/ac17_259-B,Parlamentare,20170112,20170228
http://dati.camera.it/ocd/attocamera.rdf/ac17_4304,Governo,20170216,20170223
http://dati.camera.it/ocd/attocamera.rdf/ac17_3723,Parlamentare,20160405,20171214
http://dati.camera.it/ocd/attocamera.rdf/ac17_4281,Parlamentare,20170208,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_4182,Parlamentare,20161221,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_3123,Governo,20150518,20150702
http://dati.camera.it/ocd/attocamera.rdf/ac17_2719,Parlamentare,20141112,20150212
http://dati.camera.it/ocd/attocamera.rdf/ac17_1197,Governo,20130613,20130621
http://dati.camera.it/ocd/attocamera.rdf/ac17_2089,Governo,20140212,20141125
http://dati.camera.it/ocd/attocamera.rdf/ac17_1542-B,Governo,20140327,20140403
http://dati.camera.it/ocd/attocamera.rdf/ac17_1039-B,,20170707,20170927
http://dati.camera.it/ocd/attocamera.rdf/ac17_2617-B,Governo,20160331,20160525
http://dati.camera.it/ocd/attocamera.rdf/ac17_3495,Governo,20151216,20160119
http://dati.camera.it/ocd/attocamera.rdf/ac17_2093-B,Governo,20151106,20151222
http://dati.camera.it/ocd/attocamera.rdf/ac17_2271,Governo,20140403,20140918
http://dati.camera.it/ocd/attocamera.rdf/ac17_2977,Governo,20150319,20150723
http://dati.camera.it/ocd/attocamera.rdf/ac17_544,Parlamentare,20130326,20140327
http://dati.camera.it/ocd/attocamera.rdf/ac17_2082,Governo,20140212,20140903
http://dati.camera.it/ocd/attocamera.rdf/ac17_3242,Governo,20150716,20151104
http://dati.camera.it/ocd/attocamera.rdf/ac17_4469,Governo,20170505,20171122
http://dati.camera.it/ocd/attocamera.rdf/ac17_4471,Governo,20170505,20171122
http://dati.camera.it/ocd/attocamera.rdf/ac17_1716,Parlamentare,20131022,20160802
http://dati.camera.it/ocd/attocamera.rdf/ac17_2497,Parlamentare,20140627,20170222
http://dati.camera.it/ocd/attocamera.rdf/ac17_3167,Parlamentare,20150610,20160802
http://dati.camera.it/ocd/attocamera.rdf/ac17_2574,Governo,20140728,20150603
http://dati.camera.it/ocd/attocamera.rdf/ac17_2676,Governo,20141020,20151126
http://dati.camera.it/ocd/attocamera.rdf/ac17_4166,Parlamentare,20161207,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_3131,Governo,20150519,20151126
http://dati.camera.it/ocd/attocamera.rdf/ac17_3333,Parlamentare,20150929,20170222
http://dati.camera.it/ocd/attocamera.rdf/ac17_2124-B,Governo,20150416,20150422
http://dati.camera.it/ocd/attocamera.rdf/ac17_67,Parlamentare,20130315,20131218
http://dati.camera.it/ocd/attocamera.rdf/ac17_2088,Governo,20140212,20150204
http://dati.camera.it/ocd/attocamera.rdf/ac17_2127,Governo,20140221,20150415
http://dati.camera.it/ocd/attocamera.rdf/ac17_3584,Parlamentare,20160204,20171214
http://dati.camera.it/ocd/attocamera.rdf/ac17_1743,Governo,20131028,20150204
http://dati.camera.it/ocd/attocamera.rdf/ac17_3892,Governo,20160610,20160629
http://dati.camera.it/ocd/attocamera.rdf/ac17_4240,Parlamentare,20170123,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_2711,Governo,20141107,20160420
http://dati.camera.it/ocd/attocamera.rdf/ac17_2085,Governo,20140212,20140903
http://dati.camera.it/ocd/attocamera.rdf/ac17_2498,Governo,20140627,20140801
http://dati.camera.it/ocd/attocamera.rdf/ac17_881,Parlamentare,20130506,20130619
http://dati.camera.it/ocd/attocamera.rdf/ac17_4466,Governo,20170505,20171121
http://dati.camera.it/ocd/attocamera.rdf/ac17_2125,Governo,20140221,20150204
http://dati.camera.it/ocd/attocamera.rdf/ac17_3450,Parlamentare,20151125,20161026
http://dati.camera.it/ocd/attocamera.rdf/ac17_3085,Governo,20150429,20151126
http://dati.camera.it/ocd/attocamera.rdf/ac17_1045,Parlamentare,20130523,20141001
http://dati.camera.it/ocd/attocamera.rdf/ac17_946,Parlamentare,20130514,20141001
http://dati.camera.it/ocd/attocamera.rdf/ac17_4200,Governo,20161230,20170222
http://dati.camera.it/ocd/attocamera.rdf/ac17_3980,Governo,20160715,20171004
http://dati.camera.it/ocd/attocamera.rdf/ac17_4254,Governo,20170127,20171004
http://dati.camera.it/ocd/attocamera.rdf/ac17_3926,Governo,20160624,20160802
http://dati.camera.it/ocd/attocamera.rdf/ac17_1327,Governo,20130709,20130731
http://dati.camera.it/ocd/attocamera.rdf/ac17_4467,Governo,20170505,20171121
http://dati.camera.it/ocd/attocamera.rdf/ac17_4225,Governo,20170113,20170511
http://dati.camera.it/ocd/attocamera.rdf/ac17_3941,Governo,20160628,20161206
http://dati.camera.it/ocd/attocamera.rdf/ac17_3391,Parlamentare,20151029,20171214
http://dati.camera.it/ocd/attocamera.rdf/ac17_2433,Governo,20140606,20140618
http://dati.camera.it/ocd/attocamera.rdf/ac17_3086,Governo,20150429,20161018
http://dati.camera.it/ocd/attocamera.rdf/ac17_56-D,Parlamentare,20171006,20171115
http://dati.camera.it/ocd/attocamera.rdf/ac17_2844,Governo,20150124,20150324
http://dati.camera.it/ocd/attocamera.rdf/ac17_3917,Governo,20160621,20170504
http://dati.camera.it/ocd/attocamera.rdf/ac17_2613-D,Governo,20160121,20160412
http://dati.camera.it/ocd/attocamera.rdf/ac17_4331,Parlamentare,20170224,20171026
http://dati.camera.it/ocd/attocamera.rdf/ac17_342-B,Parlamentare,20150305,20150519
http://dati.camera.it/ocd/attocamera.rdf/ac17_4326,Parlamentare,20170223,20171026
